label	metaGroupId	groupId	goodPeakCount	medMz	medRt	maxQuality	note	compound	compoundId	category	database	expectedRtDiff	ppmDiff	parent	ms2EventCount	fragNumIonsMatched	fragFracMatched	ticMatched	dotProduct	weigtedDotProduct	hyperGeomScore	spearmanRankCorrelation	mzFragError	170610_2017_06_09TR_HILICNeg15_Blank6_mid.mzXML	170610_2017_06_09TR_HILICNeg15_Blank7_mid.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL1_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL2_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL3_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL3_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO1_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO2_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO3_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO3_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN1_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN2_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN3_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN3_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN1_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN2_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN3_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN3_T4.mzXML	
	5	0	0	391.2844	0.5633289	0		CHENODEOXYCHOLATE	CHENODEOXYCHOLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1806711	1000	391.2844	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8750.64	8779.834	10467.05	8200.138	12349.88	7289.496
	5	0	0	391.2844	0.5633289	0		3ALPHA-12ALPHA-DIHYDROXY-5BETA-CHOLANATE	3ALPHA-12ALPHA-DIHYDROXY-5BETA-CHOLANATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1756711	1000	391.2844	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8750.64	8779.834	10467.05	8200.138	12349.88	7289.496
	5	0	0	391.2844	0.5633289	0		DEOXYCHOLATE	DEOXYCHOLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.496671	1000	391.2844	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8750.64	8779.834	10467.05	8200.138	12349.88	7289.496
	5	0	0	391.2844	0.5633289	0		DEOXYCHOLATE	DEOXYCHOLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1626711	1000	391.2844	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8750.64	8779.834	10467.05	8200.138	12349.88	7289.496
	5	0	0	391.2844	0.5633289	0		CHENODEOXYCHOLATE	CHENODEOXYCHOLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5266711	1000	391.2844	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8750.64	8779.834	10467.05	8200.138	12349.88	7289.496
	6	2	0	180.0661	0.5649223	0		L-TYROSINE	L-TYROSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.865077	1000	180.0661	0	0	0	0	0	0	0	0	1000	2088.062	2081.138	4264.851	1903.062	2185.069	3881.68	5470.453	2014.263	1991.793	840.2297	1528.445	3391.185	3633.972	2200.733	2603.452	1694.078	2820.763	2472.485	1953.966	3506.988	2615.41	1995.32	1773.028	1364.06	4194.932	2140.447
	7	1	0	187.1334	0.5653589	0		10-HYDROXYDECANOATE	10-HYDROXYDECANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3516411	1000	187.1334	0	0	0	0	0	0	0	0	1000	971.9359	1467.824	0	0	1278.584	1774.397	1067.187	2434.62	1155.207	4674.667	1007.152	6739.191	0	7410.633	628.1697	2205.616	2110.498	9195.187	1497.543	8418.793	5237.797	6694.549	8232.239	4478.042	7962.88	6584.721
	7	1	0	187.1334	0.5653589	0		10-HYDROXYDECANOATE	10-HYDROXYDECANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1186411	1000	187.1334	0	0	0	0	0	0	0	0	1000	971.9359	1467.824	0	0	1278.584	1774.397	1067.187	2434.62	1155.207	4674.667	1007.152	6739.191	0	7410.633	628.1697	2205.616	2110.498	9195.187	1497.543	8418.793	5237.797	6694.549	8232.239	4478.042	7962.88	6584.721
	8	0	0	343.0641	0.5654979	0		THIAMINE MONOPHOSPHATE	THIAMINE MONOPHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	8.114502	1000	343.0641	0	0	0	0	0	0	0	0	1000	0	0	26909.29	24283.69	30839.52	27512.2	17257.26	24870.57	15116.57	13050.5	32325.48	24679.07	32677.18	22227.03	23561.78	17825.92	27963.7	29373.97	18250.12	20428.44	15250.96	19088.35	21151.85	20504.75	27844.99	15705.23
	8	0	0	343.0641	0.5654979	0		THIAMINE MONOPHOSPHATE	THIAMINE MONOPHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	5.344502	1000	343.0641	0	0	0	0	0	0	0	0	1000	0	0	26909.29	24283.69	30839.52	27512.2	17257.26	24870.57	15116.57	13050.5	32325.48	24679.07	32677.18	22227.03	23561.78	17825.92	27963.7	29373.97	18250.12	20428.44	15250.96	19088.35	21151.85	20504.75	27844.99	15705.23
	9	3	0	169.0501	0.5656861	0		3-4-DIHYDROXYPHENYL GLYCOL	3-4-DIHYDROXYPHENYL GLYCOL	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.144314	1000	169.0501	0	0	0	0	0	0	0	0	1000	38020.46	42865.89	275536.1	9888.63	274274.1	3768.451	378557.2	2692.096	5731.526	5023.615	2469.761	7434.338	3211.83	2311.391	3962.433	1918.952	5059.544	6747.274	9317.59	10268.78	1129.058	582.0188	798.188	1963.288	3505.868	30286.22
	9	3	0	169.0501	0.5656861	0		3-4-DIHYDROXYPHENYL GLYCOL	3-4-DIHYDROXYPHENYL GLYCOL	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.344314	1000	169.0501	0	0	0	0	0	0	0	0	1000	38020.46	42865.89	275536.1	9888.63	274274.1	3768.451	378557.2	2692.096	5731.526	5023.615	2469.761	7434.338	3211.83	2311.391	3962.433	1918.952	5059.544	6747.274	9317.59	10268.78	1129.058	582.0188	798.188	1963.288	3505.868	30286.22
	10	2	0	215.1646	0.5698754	0		OMEGA-HYDROXYDODECANOIC ACID	OMEGA-HYDROXYDODECANOIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3151246	1000	215.1646	0	0	0	0	0	0	0	0	1000	328.1313	0	981.9688	497.7677	0	2001.82	0	1010.466	5235.829	2875.921	0	2893.034	671.4667	4400.99	863.9661	0	0	4269.228	1019.385	4504.177	7769.175	6921.69	5518.184	7039.207	4170.254	7506.599
	10	2	0	215.1646	0.5698754	0		OMEGA-HYDROXYDODECANOIC ACID	OMEGA-HYDROXYDODECANOIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.001124561	1000	215.1646	0	0	0	0	0	0	0	0	1000	328.1313	0	981.9688	497.7677	0	2001.82	0	1010.466	5235.829	2875.921	0	2893.034	671.4667	4400.99	863.9661	0	0	4269.228	1019.385	4504.177	7769.175	6921.69	5518.184	7039.207	4170.254	7506.599
	11	3	0	179.0344	0.5954136	0		CAFFEATE	CAFFEATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.154586	1000	179.0344	0	0	0	0	0	0	0	0	1000	943.8947	0	5083.874	6291.098	7649.192	4864.559	7801.1	5377.761	1921.844	1852.05	5586.623	4473.92	1464.206	3747.234	3366.449	2005.64	4060.286	6097.045	5029.017	5077.582	4304.957	4888.15	6898.423	3251.665	3718.384	4999.975
	11	3	0	179.0344	0.5954136	0		3-[4-HYDROXYPHENYL]PYRUVATE	3-[4-HYDROXYPHENYL]PYRUVATE	B1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.924586	1000	179.0344	0	0	0	0	0	0	0	0	1000	943.8947	0	5083.874	6291.098	7649.192	4864.559	7801.1	5377.761	1921.844	1852.05	5586.623	4473.92	1464.206	3747.234	3366.449	2005.64	4060.286	6097.045	5029.017	5077.582	4304.957	4888.15	6898.423	3251.665	3718.384	4999.975
	12	1	0	163.0396	0.5992646	0		4-COUMARATE	4-COUMARATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5307354	1000	163.0396	0	0	0	0	0	0	0	0	1000	687.5019	1438.408	10355.95	9857.448	9245.203	8604.399	7705.251	9595.679	4586.073	1111.583	6644.847	1827.484	6042.039	662.9744	6814.803	1875.224	6440.16	842.2827	9880.42	2571.638	8285.29	3575.065	7519.791	4010.911	7383.235	9126.573
	12	1	0	163.0396	0.5992646	0		PHENYLPYRUVATE	PHENYLPYRUVATE	B-8min	2017_05_10RG_HILIC15-Neg_MSMLS-List	5.260736	1000	163.0396	0	0	0	0	0	0	0	0	1000	687.5019	1438.408	10355.95	9857.448	9245.203	8604.399	7705.251	9595.679	4586.073	1111.583	6644.847	1827.484	6042.039	662.9744	6814.803	1875.224	6440.16	842.2827	9880.42	2571.638	8285.29	3575.065	7519.791	4010.911	7383.235	9126.573
	12	1	0	163.0396	0.5992646	0		4-COUMARATE	4-COUMARATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.020735	1000	163.0396	0	0	0	0	0	0	0	0	1000	687.5019	1438.408	10355.95	9857.448	9245.203	8604.399	7705.251	9595.679	4586.073	1111.583	6644.847	1827.484	6042.039	662.9744	6814.803	1875.224	6440.16	842.2827	9880.42	2571.638	8285.29	3575.065	7519.791	4010.911	7383.235	9126.573
	13	2	0	166.0504	0.6721143	0		4-HYDROXY-L-PHENYLGLYCINE	4-HYDROXY-L-PHENYLGLYCINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	7.177886	1000	166.0504	0	0	0	0	0	0	0	0	1000	4212.856	2642.436	16049.42	14497.96	13246.11	16412.35	17648.28	17488.04	6397.771	11579.27	9776.782	13247.83	11089.45	15465.38	9261.778	10289.3	12969.31	12564.25	10484.08	14516.86	15011.67	13910.74	13283.96	10296.93	11472.3	13475.68
	13	2	0	166.0504	0.6721143	0		PYRIDOXAL	PYRIDOXAL	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.667886	1000	166.0504	0	0	0	0	0	0	0	0	1000	4212.856	2642.436	16049.42	14497.96	13246.11	16412.35	17648.28	17488.04	6397.771	11579.27	9776.782	13247.83	11089.45	15465.38	9261.778	10289.3	12969.31	12564.25	10484.08	14516.86	15011.67	13910.74	13283.96	10296.93	11472.3	13475.68
	14	3	0	121.0291	0.6787826	0		4-HYDROXYBENZALDEHYDE	4-HYDROXYBENZALDEHYDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.004782557	1000	121.0291	0	0	0	0	0	0	0	0	1000	35752.02	55928.27	4271932	4488906	4092786	4408594	4679168	4537212	2521805	3042664	2755836	2421417	2978700	2320801	2321690	410678.8	2948121	276083.4	3148532	84435.15	3192498	634193.8	3141418	470788.8	3190736	512350.2
	14	3	0	121.0291	0.6787826	0		3-HYDROXYBENZALDEHYDE	3-HYDROXYBENZALDEHYDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.007217407	1000	121.0291	0	0	0	0	0	0	0	0	1000	35752.02	55928.27	4271932	4488906	4092786	4408594	4679168	4537212	2521805	3042664	2755836	2421417	2978700	2320801	2321690	410678.8	2948121	276083.4	3148532	84435.15	3192498	634193.8	3141418	470788.8	3190736	512350.2
	15	0	0	172.0399	0.6793014	0		4-QUINOLINECARBOXYLIC ACID	4-QUINOLINECARBOXYLIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.610698	1000	172.0399	0	0	0	0	0	0	0	0	1000	0	0	5604.822	5111.925	7494.617	8185.161	7927.944	5919.152	20278.04	9786.327	5218.642	571.7894	5353.725	1040.643	7598.956	2567.386	7305.199	580.8406	6315.314	0	4235.696	2925.169	4269.959	2865.927	3995.541	1913.682
	15	0	0	172.0399	0.6793014	0		2-QUINOLINECARBOXYLIC ACID	2-QUINOLINECARBOXYLIC ACID	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2756985	1000	172.0399	0	0	0	0	0	0	0	0	1000	0	0	5604.822	5111.925	7494.617	8185.161	7927.944	5919.152	20278.04	9786.327	5218.642	571.7894	5353.725	1040.643	7598.956	2567.386	7305.199	580.8406	6315.314	0	4235.696	2925.169	4269.959	2865.927	3995.541	1913.682
	16	0	0	188.0711	0.6852006	0		METHYL INDOLE-3-ACETATE	METHYL INDOLE-3-ACETATE	0	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1202006	1000	188.0711	0	0	0	0	0	0	0	0	1000	0	0	479.5266	0	0	0	0	0	335.3317	696.8765	0	2091.356	0	0	537.5632	861.6597	0	4497.818	0	6611.861	0	436.5344	0	0	423.9856	496.2416
	17	4	0	179.0347	0.6855754	0		CAFFEATE	CAFFEATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.064425	1000	179.0347	0	0	0	0	0	0	0	0	1000	3682.266	883.8483	8946.782	5668.438	7033.582	7239.192	7431.619	9701.572	2469.137	3212.094	3554.76	4845.53	4764.865	6282.251	4159.33	4549.711	3833.651	5806.642	4388.998	4093.699	3931.391	4538.107	3507.014	3373.229	3566.969	3224.96
	17	4	0	179.0347	0.6855754	0		3-[4-HYDROXYPHENYL]PYRUVATE	3-[4-HYDROXYPHENYL]PYRUVATE	B1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.834424	1000	179.0347	0	0	0	0	0	0	0	0	1000	3682.266	883.8483	8946.782	5668.438	7033.582	7239.192	7431.619	9701.572	2469.137	3212.094	3554.76	4845.53	4764.865	6282.251	4159.33	4549.711	3833.651	5806.642	4388.998	4093.699	3931.391	4538.107	3507.014	3373.229	3566.969	3224.96
	18	4	0	169.0501	0.6864117	0		3-4-DIHYDROXYPHENYL GLYCOL	3-4-DIHYDROXYPHENYL GLYCOL	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.223588	1000	169.0501	0	0	0	0	0	0	0	0	1000	755.699	747.6995	0	2678.737	0	3107.27	2219.12	3219.649	1631.421	3262.989	2472.605	2414.526	1419.915	1175.871	4144.984	1461.324	1515.303	1351.061	3703.639	3529.41	1208.01	809.1953	1663.615	733.8412	940.7229	1381.475
	18	4	0	169.0501	0.6864117	0		3-4-DIHYDROXYPHENYL GLYCOL	3-4-DIHYDROXYPHENYL GLYCOL	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.023588	1000	169.0501	0	0	0	0	0	0	0	0	1000	755.699	747.6995	0	2678.737	0	3107.27	2219.12	3219.649	1631.421	3262.989	2472.605	2414.526	1419.915	1175.871	4144.984	1461.324	1515.303	1351.061	3703.639	3529.41	1208.01	809.1953	1663.615	733.8412	940.7229	1381.475
	19	4	0	153.0188	0.6929526	0		2-3-DIHYDROXYBENZOATE	2-3-DIHYDROXYBENZOATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.997047	1000	153.0188	0	0	0	0	0	0	0	0	1000	1814.163	458.1956	668.2232	1353.202	1375.079	1293.188	1332.72	1550.734	1532.926	1529.886	1124.368	1330.442	1233.339	1490.247	1128.928	750.863	0	932.3962	2372.979	1298.287	969.2331	1193.259	1329.027	504.2611	2800.472	1218.851
	19	4	0	153.0188	0.6929526	0		2-3-DIHYDROXYBENZOATE	2-3-DIHYDROXYBENZOATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	5.777047	1000	153.0188	0	0	0	0	0	0	0	0	1000	1814.163	458.1956	668.2232	1353.202	1375.079	1293.188	1332.72	1550.734	1532.926	1529.886	1124.368	1330.442	1233.339	1490.247	1128.928	750.863	0	932.3962	2372.979	1298.287	969.2331	1193.259	1329.027	504.2611	2800.472	1218.851
	19	4	0	153.0188	0.6929526	0		2-5-DIHYDROXYBENZOATE	2-5-DIHYDROXYBENZOATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.337048	1000	153.0188	0	0	0	0	0	0	0	0	1000	1814.163	458.1956	668.2232	1353.202	1375.079	1293.188	1332.72	1550.734	1532.926	1529.886	1124.368	1330.442	1233.339	1490.247	1128.928	750.863	0	932.3962	2372.979	1298.287	969.2331	1193.259	1329.027	504.2611	2800.472	1218.851
	19	4	0	153.0188	0.6929526	0		3-4-DIHYDROXYBENZOATE	3-4-DIHYDROXYBENZOATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.137047	1000	153.0188	0	0	0	0	0	0	0	0	1000	1814.163	458.1956	668.2232	1353.202	1375.079	1293.188	1332.72	1550.734	1532.926	1529.886	1124.368	1330.442	1233.339	1490.247	1128.928	750.863	0	932.3962	2372.979	1298.287	969.2331	1193.259	1329.027	504.2611	2800.472	1218.851
	20	2	0	152.0348	0.6931472	0		3-HYDROXYANTHRANILATE	3-HYDROXYANTHRANILATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.7668529	1000	152.0348	0	0	0	0	0	0	0	0	1000	0	0	15859.64	14061.44	13377.85	14257.75	13732.85	10894.33	10144.47	10636	12354.68	11044.84	11966.13	15480.07	10022.1	9284.582	13609.71	13858.13	13515.9	13540.29	11296.79	17109.55	12150.48	15176.82	12944.23	12950.93
	20	2	0	152.0348	0.6931472	0		3-HYDROXYANTHRANILATE	3-HYDROXYANTHRANILATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.226853	1000	152.0348	0	0	0	0	0	0	0	0	1000	0	0	15859.64	14061.44	13377.85	14257.75	13732.85	10894.33	10144.47	10636	12354.68	11044.84	11966.13	15480.07	10022.1	9284.582	13609.71	13858.13	13515.9	13540.29	11296.79	17109.55	12150.48	15176.82	12944.23	12950.93
	20	2	0	152.0348	0.6931472	0		3-AMINO-4-HYDROXYBENZOIC ACID	3-AMINO-4-HYDROXYBENZOIC ACID	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.536853	1000	152.0348	0	0	0	0	0	0	0	0	1000	0	0	15859.64	14061.44	13377.85	14257.75	13732.85	10894.33	10144.47	10636	12354.68	11044.84	11966.13	15480.07	10022.1	9284.582	13609.71	13858.13	13515.9	13540.29	11296.79	17109.55	12150.48	15176.82	12944.23	12950.93
	20	2	0	152.0348	0.6931472	0		3-AMINO-5-HYDROXYBENZOIC ACID	3-AMINO-5-HYDROXYBENZOIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.796853	1000	152.0348	0	0	0	0	0	0	0	0	1000	0	0	15859.64	14061.44	13377.85	14257.75	13732.85	10894.33	10144.47	10636	12354.68	11044.84	11966.13	15480.07	10022.1	9284.582	13609.71	13858.13	13515.9	13540.29	11296.79	17109.55	12150.48	15176.82	12944.23	12950.93
	21	3	0	181.0501	0.7026866	0		3-[4-HYDROXYPHENYL]LACTATE	3-[4-HYDROXYPHENYL]LACTATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.837313	1000	181.0501	0	0	0	0	0	0	0	0	1000	0	372.5008	18071.33	22888.8	21080.58	18064.42	19408.53	19383.76	9611.945	4726.296	17733.01	1607	14373.44	1465.14	12807.95	5415.405	14694.16	1349.383	18134.97	2662.636	7952.849	4316.684	5354.91	3248.928	5300.742	3614.671
	21	3	0	181.0501	0.7026866	0		HOMOVANILLATE	HOMOVANILLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2333134	1000	181.0501	0	0	0	0	0	0	0	0	1000	0	372.5008	18071.33	22888.8	21080.58	18064.42	19408.53	19383.76	9611.945	4726.296	17733.01	1607	14373.44	1465.14	12807.95	5415.405	14694.16	1349.383	18134.97	2662.636	7952.849	4316.684	5354.91	3248.928	5300.742	3614.671
