label	metaGroupId	groupId	goodPeakCount	medMz	medRt	maxQuality	note	compound	compoundId	category	database	expectedRtDiff	ppmDiff	parent	ms2EventCount	fragNumIonsMatched	fragFracMatched	ticMatched	dotProduct	weigtedDotProduct	hyperGeomScore	spearmanRankCorrelation	mzFragError	170610_2017_06_09TR_HILICNeg15_Blank6_mid.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN3_T4.mzXML	
	7	1	0	163.0396	0.6102075	0		4-COUMARATE	4-COUMARATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5197925	1000	163.0396	0	0	0	0	0	0	0	0	1000	687.5019	9857.448	6644.847	9126.573
	8	3	0	166.0504	0.6566833	0		PYRIDOXAL	PYRIDOXAL	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.683317	1000	166.0504	0	0	0	0	0	0	0	0	1000	4212.856	14497.96	9776.782	13475.68
	8	3	0	166.0504	0.6566833	0		4-HYDROXY-L-PHENYLGLYCINE	4-HYDROXY-L-PHENYLGLYCINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	7.193316	1000	166.0504	0	0	0	0	0	0	0	0	1000	4212.856	14497.96	9776.782	13475.68
	9	3	0	121.0291	0.6784733	0		3-HYDROXYBENZALDEHYDE	3-HYDROXYBENZALDEHYDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.007526696	1000	121.0291	0	0	0	0	0	0	0	0	1000	35752.02	4488906	2755836	512350.2
	9	3	0	121.0291	0.6784733	0		4-HYDROXYBENZALDEHYDE	4-HYDROXYBENZALDEHYDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.004473269	1000	121.0291	0	0	0	0	0	0	0	0	1000	35752.02	4488906	2755836	512350.2
	10	0	0	172.04	0.6786134	0		2-QUINOLINECARBOXYLIC ACID	2-QUINOLINECARBOXYLIC ACID	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2763866	1000	172.04	0	0	0	0	0	0	0	0	1000	0	5111.925	5218.642	1913.682
	10	0	0	172.04	0.6786134	0		4-QUINOLINECARBOXYLIC ACID	4-QUINOLINECARBOXYLIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.611387	1000	172.04	0	0	0	0	0	0	0	0	1000	0	5111.925	5218.642	1913.682
	7	4	0	152.0348	0.6961355	0		3-HYDROXYANTHRANILATE	3-HYDROXYANTHRANILATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.7638645	1000	152.0348	0	0	0	0	0	0	0	0	1000	0	14061.44	12354.68	12950.93
	7	4	0	152.0348	0.6961355	0		3-HYDROXYANTHRANILATE	3-HYDROXYANTHRANILATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.223864	1000	152.0348	0	0	0	0	0	0	0	0	1000	0	14061.44	12354.68	12950.93
	7	4	0	152.0348	0.6961355	0		3-AMINO-4-HYDROXYBENZOIC ACID	3-AMINO-4-HYDROXYBENZOIC ACID	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.533864	1000	152.0348	0	0	0	0	0	0	0	0	1000	0	14061.44	12354.68	12950.93
	7	4	0	152.0348	0.6961355	0		3-AMINO-5-HYDROXYBENZOIC ACID	3-AMINO-5-HYDROXYBENZOIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.793864	1000	152.0348	0	0	0	0	0	0	0	0	1000	0	14061.44	12354.68	12950.93
	11	4	0	122.0244	0.6992621	0		NICOTINATE	NICOTINATE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.920738	1000	122.0244	0	0	0	0	0	0	0	0	1000	595.7261	1200572	796857.7	381758.7
	12	0	0	108.0451	0.7064478	0		2-AMINOPHENOL	2-AMINOPHENOL	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.523552	1000	108.0451	0	0	0	0	0	0	0	0	1000	0	2538.863	1785.219	1273.714
	12	1	0	181.0501	0.7064478	0		3-[4-HYDROXYPHENYL]LACTATE	3-[4-HYDROXYPHENYL]LACTATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.833552	1000	181.0501	0	0	0	0	0	0	0	0	1000	0	22888.8	17733.01	3614.671
	12	1	0	181.0501	0.7064478	0		HOMOVANILLATE	HOMOVANILLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2295522	1000	181.0501	0	0	0	0	0	0	0	0	1000	0	22888.8	17733.01	3614.671
	13	2	0	133.0138	0.7068272	0		[R]-MALATE	[R]-MALATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.553173	1000	133.0138	0	0	0	0	0	0	0	0	1000	707.1628	0	2938.451	4893.357
	11	0	0	174.0554	0.7098311	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5501689	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	30566.77	27277.03	27573.6
	11	0	0	174.0554	0.7098311	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3001689	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	30566.77	27277.03	27573.6
	11	0	0	174.0554	0.7098311	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3201689	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	30566.77	27277.03	27573.6
	11	0	0	174.0554	0.7098311	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.490169	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	30566.77	27277.03	27573.6
	11	0	0	174.0554	0.7098311	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.01916891	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	30566.77	27277.03	27573.6
	11	0	0	174.0554	0.7098311	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.008168936	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	30566.77	27277.03	27573.6
	11	5	0	151.0396	0.7098311	0		MANDELIC ACID	MANDELIC ACID	B-4min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.650169	1000	151.0396	0	0	0	0	0	0	0	0	1000	0	88919.01	79831.1	67877.21
	11	5	0	151.0396	0.7098311	0		RESORCINOL MONOACETATE	RESORCINOL MONOACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.03983104	1000	151.0396	0	0	0	0	0	0	0	0	1000	0	88919.01	79831.1	67877.21
	11	5	0	151.0396	0.7098311	0		3-HYDROXYPHENYLACETATE	3-HYDROXYPHENYLACETATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.8301689	1000	151.0396	0	0	0	0	0	0	0	0	1000	0	88919.01	79831.1	67877.21
	11	5	0	151.0396	0.7098311	0		3-HYDROXYPHENYLACETATE	3-HYDROXYPHENYLACETATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1021689	1000	151.0396	0	0	0	0	0	0	0	0	1000	0	88919.01	79831.1	67877.21
	11	5	0	151.0396	0.7098311	0		2-4-DIHYDROXYACETOPHENONE	2-4-DIHYDROXYACETOPHENONE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.04083103	1000	151.0396	0	0	0	0	0	0	0	0	1000	0	88919.01	79831.1	67877.21
	11	5	0	151.0396	0.7098311	0		4-HYDROXYPHENYLACETATE	4-HYDROXYPHENYLACETATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.6701689	1000	151.0396	0	0	0	0	0	0	0	0	1000	0	88919.01	79831.1	67877.21
	11	5	0	151.0396	0.7098311	0		2-HYDROXYPHENYLACETIC ACID	2-HYDROXYPHENYLACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.590169	1000	151.0396	0	0	0	0	0	0	0	0	1000	0	88919.01	79831.1	67877.21
	11	2	0	136.0399	0.7132044	0		4-AMINOBENZOATE	4-AMINOBENZOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.706796	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	79536.41	63523.54	45778.08
	11	2	0	136.0399	0.7132044	0		ANTHRANILATE	ANTHRANILATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2187955	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	79536.41	63523.54	45778.08
	11	2	0	136.0399	0.7132044	0		SALICYLAMIDE	SALICYLAMIDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1072044	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	79536.41	63523.54	45778.08
	11	2	0	136.0399	0.7132044	0		4-AMINOBENZOATE	4-AMINOBENZOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2137955	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	79536.41	63523.54	45778.08
	11	2	0	136.0399	0.7132044	0		4-AMINOBENZOATE	4-AMINOBENZOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.01479554	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	79536.41	63523.54	45778.08
	11	1	0	94.0295	0.7132044	0		2-HYDROXYPYRIDINE	2-HYDROXYPYRIDINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.756796	1000	94.0295	0	0	0	0	0	0	0	0	1000	0	16143.31	11986.97	6773.287
	11	2	0	136.0399	0.7132044	0		ANTHRANILATE	ANTHRANILATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.02420443	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	79536.41	63523.54	45778.08
	14	0	0	179.0569	0.7956033	0		THEOPHYLLINE	THEOPHYLLINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.001603305	1000	179.0569	0	0	0	0	0	0	0	0	1000	0	0	0	7290.234
	14	0	0	179.0569	0.7956033	0		THEOPHYLLINE	THEOPHYLLINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2243966	1000	179.0569	0	0	0	0	0	0	0	0	1000	0	0	0	7290.234
	14	0	0	179.0569	0.7956033	0		PARAXANTHINE	PARAXANTHINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.01039666	1000	179.0569	0	0	0	0	0	0	0	0	1000	0	0	0	7290.234
	15	3	0	136.0399	0.8849706	0		4-AMINOBENZOATE	4-AMINOBENZOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1569706	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	2230.593	2337.094	4167.335
	15	3	0	136.0399	0.8849706	0		4-AMINOBENZOATE	4-AMINOBENZOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.535029	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	2230.593	2337.094	4167.335
	15	1	0	174.0555	0.8849706	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1669706	1000	174.0555	0	0	0	0	0	0	0	0	1000	0	13116.38	13143.28	12505.09
	15	1	0	174.0555	0.8849706	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1450294	1000	174.0555	0	0	0	0	0	0	0	0	1000	0	13116.38	13143.28	12505.09
	15	3	0	136.0399	0.8849706	0		ANTHRANILATE	ANTHRANILATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.04702938	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	2230.593	2337.094	4167.335
	15	3	0	136.0399	0.8849706	0		ANTHRANILATE	ANTHRANILATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1959706	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	2230.593	2337.094	4167.335
	15	3	0	136.0399	0.8849706	0		SALICYLAMIDE	SALICYLAMIDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.2789706	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	2230.593	2337.094	4167.335
	15	1	0	174.0555	0.8849706	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1559706	1000	174.0555	0	0	0	0	0	0	0	0	1000	0	13116.38	13143.28	12505.09
	15	3	0	136.0399	0.8849706	0		4-AMINOBENZOATE	4-AMINOBENZOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.04202938	1000	136.0399	0	0	0	0	0	0	0	0	1000	0	2230.593	2337.094	4167.335
	15	1	0	174.0555	0.8849706	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3150294	1000	174.0555	0	0	0	0	0	0	0	0	1000	0	13116.38	13143.28	12505.09
	15	1	0	174.0555	0.8849706	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1250294	1000	174.0555	0	0	0	0	0	0	0	0	1000	0	13116.38	13143.28	12505.09
	15	1	0	174.0555	0.8849706	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3750294	1000	174.0555	0	0	0	0	0	0	0	0	1000	0	13116.38	13143.28	12505.09
	16	0	0	182.0453	0.8854867	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	7.914514	1000	182.0453	0	0	0	0	0	0	0	0	1000	0	0	0	5543.389
	16	0	0	182.0453	0.8854867	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.794513	1000	182.0453	0	0	0	0	0	0	0	0	1000	0	0	0	5543.389
	16	0	0	182.0453	0.8854867	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.334513	1000	182.0453	0	0	0	0	0	0	0	0	1000	0	0	0	5543.389
	17	6	0	151.0396	0.8964816	0		MANDELIC ACID	MANDELIC ACID	B-4min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.463519	1000	151.0396	0	0	0	0	0	0	0	0	1000	4368.578	28155.87	24479.31	23584.82
	17	6	0	151.0396	0.8964816	0		2-4-DIHYDROXYACETOPHENONE	2-4-DIHYDROXYACETOPHENONE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.2274816	1000	151.0396	0	0	0	0	0	0	0	0	1000	4368.578	28155.87	24479.31	23584.82
	17	6	0	151.0396	0.8964816	0		2-HYDROXYPHENYLACETIC ACID	2-HYDROXYPHENYLACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.403518	1000	151.0396	0	0	0	0	0	0	0	0	1000	4368.578	28155.87	24479.31	23584.82
	17	6	0	151.0396	0.8964816	0		3-HYDROXYPHENYLACETATE	3-HYDROXYPHENYLACETATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.08448166	1000	151.0396	0	0	0	0	0	0	0	0	1000	4368.578	28155.87	24479.31	23584.82
	17	6	0	151.0396	0.8964816	0		3-HYDROXYPHENYLACETATE	3-HYDROXYPHENYLACETATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.6435183	1000	151.0396	0	0	0	0	0	0	0	0	1000	4368.578	28155.87	24479.31	23584.82
	17	6	0	151.0396	0.8964816	0		4-HYDROXYPHENYLACETATE	4-HYDROXYPHENYLACETATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.4835184	1000	151.0396	0	0	0	0	0	0	0	0	1000	4368.578	28155.87	24479.31	23584.82
	17	6	0	151.0396	0.8964816	0		RESORCINOL MONOACETATE	RESORCINOL MONOACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.2264816	1000	151.0396	0	0	0	0	0	0	0	0	1000	4368.578	28155.87	24479.31	23584.82
	18	4	0	173.0813	0.9069225	0		SUBERIC ACID	SUBERIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.05407751	1000	173.0813	0	0	0	0	0	0	0	0	1000	5910.291	16128.71	10703.62	19114.13
	19	2	0	229.0113	0.9097795	0		D-RIBOSE 5-PHOSPHATE	D-RIBOSE 5-PHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	7.690221	1000	229.0113	0	0	0	0	0	0	0	0	1000	312.8668	1187.116	2938.883	1189.051
	19	2	0	229.0113	0.9097795	0		D-RIBOSE 5-PHOSPHATE	D-RIBOSE 5-PHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.4202205	1000	229.0113	0	0	0	0	0	0	0	0	1000	312.8668	1187.116	2938.883	1189.051
	20	6	0	145.0501	0.9178258	0		3-METHYGLUTARIC ACID	3-METHYGLUTARIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5121741	1000	145.0501	0	0	0	0	0	0	0	0	1000	6821.009	11957.86	24531.69	14965.76
	20	6	0	145.0501	0.9178258	0		ADIPIC ACID	ADIPIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3921741	1000	145.0501	0	0	0	0	0	0	0	0	1000	6821.009	11957.86	24531.69	14965.76
	20	6	0	145.0501	0.9178258	0		2-METHYLGLUTARIC ACID	2-METHYLGLUTARIC ACID	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.4121742	1000	145.0501	0	0	0	0	0	0	0	0	1000	6821.009	11957.86	24531.69	14965.76
	21	5	0	122.0244	0.9522825	0		NICOTINATE	NICOTINATE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.667717	1000	122.0244	0	0	0	0	0	0	0	0	1000	429.0645	253207.3	154450	74730.93
	22	4	0	103.0397	0.9729667	0		ALPHA-HYDROXYISOBUTYRIC ACID	ALPHA-HYDROXYISOBUTYRIC ACID	B-4min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1470333	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	28772.13	19349.52	196886.7
	22	4	0	103.0397	0.9729667	0		3-HYDROXYBUTANOIC ACID	3-HYDROXYBUTANOIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3049667	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	28772.13	19349.52	196886.7
	22	4	0	103.0397	0.9729667	0		2-HYDROXYBUTYRIC ACID	2-HYDROXYBUTYRIC ACID	B-3.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.277033	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	28772.13	19349.52	196886.7
	22	4	0	103.0397	0.9729667	0		2-HYDROXYBUTYRIC ACID	2-HYDROXYBUTYRIC ACID	B-3.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.807033	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	28772.13	19349.52	196886.7
	22	4	0	103.0397	0.9729667	0		3-HYDROXYBUTANOIC ACID	3-HYDROXYBUTANOIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.0200333	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	28772.13	19349.52	196886.7
	22	4	0	103.0397	0.9729667	0		ALPHA-HYDROXYISOBUTYRIC ACID	ALPHA-HYDROXYISOBUTYRIC ACID	B-4min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.287033	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	28772.13	19349.52	196886.7
	23	5	0	137.0239	1.050039	0		4-HYDROXYBENZOATE	4-HYDROXYBENZOATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2999609	1000	137.0239	0	0	0	0	0	0	0	0	1000	2641.547	37661.06	37368.46	129442.6
	23	5	0	137.0239	1.050039	0		4-HYDROXYBENZOATE	4-HYDROXYBENZOATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.6499609	1000	137.0239	0	0	0	0	0	0	0	0	1000	2641.547	37661.06	37368.46	129442.6
	23	5	0	137.0239	1.050039	0		SALICYLATE	SALICYLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.409961	1000	137.0239	0	0	0	0	0	0	0	0	1000	2641.547	37661.06	37368.46	129442.6
	23	5	0	137.0239	1.050039	0		3-HYDROXYBENZOATE	3-HYDROXYBENZOATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.6399609	1000	137.0239	0	0	0	0	0	0	0	0	1000	2641.547	37661.06	37368.46	129442.6
	24	1	0	147.0658	1.591915	0		MEVALOLACTONE	MEVALOLACTONE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.06808484	1000	147.0658	0	0	0	0	0	0	0	0	1000	0	14942.18	12876.53	9704.185
	25	4	0	172.0974	1.684728	0		N-ACETYL-L-LEUCINE	N-ACETYL-L-LEUCINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.08472776	1000	172.0974	0	0	0	0	0	0	0	0	1000	0	40890.04	49503.98	40635.5
	26	5	0	144.0662	1.707387	0		4-ACETAMIDOBUTANOATE	4-ACETAMIDOBUTANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.07261252	1000	144.0662	0	0	0	0	0	0	0	0	1000	759.3335	135257.1	116682.6	113268.4
	27	1	0	243.0801	1.807089	0		BIOTIN	BIOTIN	0	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.772911	1000	243.0801	0	0	0	0	0	0	0	0	1000	0	3490.311	2202.736	2049.657
	28	9	0	119.0359	1.924717	0		PURINE	PURINE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.095283	1000	119.0359	0	0	0	0	0	0	0	0	1000	4784.98	354348.5	303473	345906.1
	29	4	0	100.0401	1.981233	0		1-AMINOCYCLOPROPANE-1-CARBOXYLATE	1-AMINOCYCLOPROPANE-1-CARBOXYLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.078767	1000	100.0401	0	0	0	0	0	0	0	0	1000	0	11348.69	10465.25	11357.48
	30	5	0	73.02924	2.138917	0		PROPANOATE	PROPANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5610833	1000	73.02924	0	0	0	0	0	0	0	0	1000	3677.935	95385.85	1164326	180545.4
	31	10	0	178.0504	2.14845	0		HIPPURATE	HIPPURATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2315502	1000	178.0504	0	0	0	0	0	0	0	0	1000	317.4701	241299.9	164793.4	212373.8
